source_file,function_type,function_label,n,E2,ldpc_code_rate,ebno_db,false_positive_count,negative_trials,false_negative_count,positive_trials,fpr,fnr,max_fpr_fnr,fp_plus_fn_over_trials,max_ci95_lower,max_ci95_upper,channel_uses_per_bfc_decision,parallel_bfc_rate,frames,stopping_mode
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p1.mat,rank,Rank,40,0.1,0.5,1.1,3,202500,458,202500,1.48148148148148e-05,0.00226172839506173,0.00226172839506173,0.00113827160493827,0.0019664014443042,0.00255705534581925,80,0.199115730107962,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p2.mat,rank,Rank,40,0.1,0.5,1.2,3,202500,233,202500,1.48148148148148e-05,0.00115061728395062,0.00115061728395062,0.000582716049382716,0.00094499269835278,0.00135624186954845,80,0.199115730107962,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p3.mat,rank,Rank,40,0.1,0.5,1.3,3,202500,111,202500,1.48148148148148e-05,0.000548148148148148,0.000548148148148148,0.000281481481481481,0.000397709094796297,0.000698587201499999,80,0.199115730107962,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p4.mat,rank,Rank,40,0.1,0.5,1.4,3,202500,59,202500,1.48148148148148e-05,0.000291358024691358,0.000291358024691358,0.000153086419753086,0.000196022022308435,0.000386694027074281,80,0.199115730107962,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p5.mat,rank,Rank,40,0.1,0.5,1.5,3,202500,38,202500,1.48148148148148e-05,0.000187654320987654,0.000187654320987654,0.000101234567901235,9.96334686999879e-05,0.000275675173275321,80,0.199115730107962,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p6.mat,rank,Rank,40,0.1,0.5,1.6,25,1012500,108,1012500,2.46913580246914e-05,0.000106666666666667,0.000106666666666667,6.5679012345679e-05,8.30948738418805e-05,0.000130238459491453,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p7.mat,rank,Rank,40,0.1,0.5,1.7,25,1012500,67,1012500,2.46913580246914e-05,6.61728395061728e-05,6.61728395061728e-05,4.54320987654321e-05,4.72284622688216e-05,8.51172167435241e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p8.mat,rank,Rank,40,0.1,0.5,1.8,25,1012500,33,1012500,2.46913580246914e-05,3.25925925925926e-05,3.25925925925926e-05,2.8641975308642e-05,1.92038138041036e-05,4.59813713810816e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p9.mat,rank,Rank,40,0.1,0.5,1.9,25,1012500,26,1012500,2.46913580246914e-05,2.5679012345679e-05,2.5679012345679e-05,2.51851851851852e-05,1.44477581218697e-05,3.69102665694884e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p0.mat,rank,Rank,40,0.1,0.5,2,25,1012500,8,1012500,2.46913580246914e-05,7.90123456790123e-06,2.46913580246914e-05,1.62962962962963e-05,1.36759816156583e-05,3.57067344337244e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p1.mat,rank,Rank,40,0.1,0.5,2.1,25,1012500,12,1012500,2.46913580246914e-05,1.18518518518519e-05,2.46913580246914e-05,1.82716049382716e-05,1.36759816156583e-05,3.57067344337244e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p2.mat,rank,Rank,40,0.1,0.5,2.2,25,1012500,10,1012500,2.46913580246914e-05,9.87654320987654e-06,2.46913580246914e-05,1.72839506172839e-05,1.36759816156583e-05,3.57067344337244e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p3.mat,rank,Rank,40,0.1,0.5,2.3,25,1012500,2,1012500,2.46913580246914e-05,1.97530864197531e-06,2.46913580246914e-05,1.33333333333333e-05,1.36759816156583e-05,3.57067344337244e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p4.mat,rank,Rank,40,0.1,0.5,2.4,25,1012500,1,1012500,2.46913580246914e-05,9.87654320987654e-07,2.46913580246914e-05,1.28395061728395e-05,1.36759816156583e-05,3.57067344337244e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p5.mat,rank,Rank,40,0.1,0.5,2.5,25,1012500,1,1012500,2.46913580246914e-05,9.87654320987654e-07,2.46913580246914e-05,1.28395061728395e-05,1.36759816156583e-05,3.57067344337244e-05,80,0.199115730107962,2500,fixed_frames
results/noisy_channel_confirmatory/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p6.mat,rank,Rank,40,0.1,0.5,2.6,25,1012500,1,1012500,2.46913580246914e-05,9.87654320987654e-07,2.46913580246914e-05,1.28395061728395e-05,1.36759816156583e-05,3.57067344337244e-05,80,0.199115730107962,2500,fixed_frames
