family,scheme,snr_db,frames,negative_trials,positive_trials,fp,fn,fer,noiseless_fp,mean_iterations,fp_lo95,fp_hi95,fp_events,fn_lo95,fn_hi95,fn_events,fer_lo95,fer_hi95,fer_events
rank,bfc,-3.8,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,27.226,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,-3.7,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,25.586,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,-3.6,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,24.0292,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,-3.0,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,17.5376,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,0.0,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,6.254,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.1,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,4.6424,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.2,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,4.5296,8.888888888888888e-06,2.962962962962963e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.3,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,4.404,7.4074074074074075e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.4,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,4.3144,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.5,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,4.23,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.6,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,4.1292,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.7,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,4.0352,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.8,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.9372,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,1.9,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.834,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.0,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.7212,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.1,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.5908,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.2,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.496,8.888888888888888e-06,2.962962962962963e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.3,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.3828,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.4,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.318,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.5,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.236,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.6,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.1696,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.7,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.126,8.888888888888888e-06,2.962962962962963e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.8,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.0796,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,2.9,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,3.0336,7.4074074074074075e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
rank,bfc,3.5,2500,675000,675000,1.7777777777777777e-05,0.0,0.0,1.7777777777777777e-05,2.5332,8.888888888888888e-06,2.8148148148148147e-05,12,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
