panel,family,sequence,n_t,E_2,rate,target_bound
tradeoff,exact-threshold,fixed_n_t,40,0.15250000000000002,0.15804820237218406,0.014578640492762602
tradeoff,exact-threshold,fixed_n_t,40,0.155,0.15804820237218406,0.013602352551501938
tradeoff,exact-threshold,fixed_n_t,40,0.1575,0.15804820237218406,0.012691443693066181
tradeoff,exact-threshold,fixed_n_t,40,0.16,0.14767226489021296,0.011841535675862483
tradeoff,exact-threshold,fixed_n_t,40,0.1625,0.14767226489021296,0.011048543456039806
tradeoff,exact-threshold,fixed_n_t,40,0.165,0.14767226489021296,0.010308655552913232
tradeoff,exact-threshold,fixed_n_t,40,0.1675,0.14767226489021296,0.009618315729257157
tradeoff,exact-threshold,fixed_n_t,40,0.17,0.14767226489021296,0.008974205898414332
tradeoff,exact-threshold,fixed_n_t,40,0.17250000000000001,0.14767226489021296,0.008373230176064788
tradeoff,exact-threshold,fixed_n_t,40,0.17500000000000002,0.14767226489021296,0.007812499999999995
tradeoff,exact-threshold,fixed_n_t,40,0.17750000000000002,0.14767226489021296,0.007289320246381305
tradeoff,exact-threshold,fixed_n_t,40,0.18000000000000002,0.14767226489021296,0.0068011762757509645
tradeoff,exact-threshold,fixed_n_t,40,0.18250000000000002,0.14767226489021296,0.006345721846533087
tradeoff,exact-threshold,fixed_n_t,40,0.18500000000000003,0.14767226489021296,0.005920767837931238
tradeoff,exact-threshold,fixed_n_t,40,0.1875,0.14767226489021296,0.005524271728019903
tradeoff,exact-threshold,fixed_n_t,40,0.19,0.14767226489021296,0.00515432777645662
tradeoff,exact-threshold,fixed_n_t,40,0.1925,0.13304820237218407,0.0048091578646285785
tradeoff,exact-threshold,fixed_n_t,40,0.195,0.13304820237218407,0.004487102949207166
tradeoff,exact-threshold,fixed_n_t,40,0.1975,0.13304820237218407,0.004186615088032394
tradeoff,exact-threshold,fixed_n_t,40,0.2,0.13304820237218407,0.00390625
tradeoff,exact-threshold,fixed_n_t,40,0.2025,0.13304820237218407,0.0036446601231906505
tradeoff,exact-threshold,fixed_n_t,40,0.20500000000000002,0.13304820237218407,0.0034005881378754823
tradeoff,exact-threshold,fixed_n_t,40,0.20750000000000002,0.13304820237218407,0.0031728609232665435
tradeoff,exact-threshold,fixed_n_t,40,0.21000000000000002,0.13304820237218407,0.0029603839189656206
tradeoff,exact-threshold,fixed_n_t,40,0.21250000000000002,0.13304820237218407,0.0027621358640099515
tradeoff,exact-threshold,fixed_n_t,40,0.21500000000000002,0.13304820237218407,0.0025771638882283064
tradeoff,exact-threshold,fixed_n_t,40,0.21750000000000003,0.13304820237218407,0.002404578932314288
tradeoff,exact-threshold,fixed_n_t,40,0.22,0.13304820237218407,0.002243551474603583
tradeoff,exact-threshold,fixed_n_t,40,0.2225,0.13304820237218407,0.002093307544016197
tradeoff,exact-threshold,fixed_n_t,40,0.225,0.13304820237218407,0.001953125
tradeoff,exact-threshold,fixed_n_t,40,0.2275,0.13304820237218407,0.0018223300615953274
tradeoff,exact-threshold,fixed_n_t,40,0.23,0.13304820237218407,0.0017002940689377411
tradeoff,exact-threshold,fixed_n_t,40,0.2325,0.13304820237218407,0.0015864304616332718
tradeoff,exact-threshold,fixed_n_t,40,0.23500000000000001,0.10804820237218407,0.0014801919594828103
tradeoff,exact-threshold,fixed_n_t,40,0.23750000000000002,0.10804820237218407,0.0013810679320049757
tradeoff,exact-threshold,fixed_n_t,40,0.24000000000000002,0.10804820237218407,0.0012885819441141532
tradeoff,exact-threshold,fixed_n_t,40,0.24250000000000002,0.10804820237218407,0.001202289466157144
tradeoff,exact-threshold,fixed_n_t,40,0.24500000000000002,0.10804820237218407,0.0011217757373017914
tradeoff,exact-threshold,fixed_n_t,40,0.24750000000000003,0.10804820237218407,0.0010466537720080985
tradeoff,exact-threshold,fixed_n_t,40,0.25,0.10804820237218407,0.0009765625
